username,channel,message
longpotatt,#jinnytty,"peepoTalk snacks, hair, poo"
lawrencium109,#loltyler1,BigBrotherBigBrother
nazzor25,#jinnytty,should have shave your head before weigh KEKW
kipseu,#jinnytty,YEP
bl1d5,#jinnytty,Copege
playzbyf1nk3l,#jinnytty,YEP SNACKIES
dio_sparda,#jinnytty,Copege mhm
feeisweirdm4n,#loltyler1,KEKW FUCKING FIESTA
mycaprisun,#jinnytty,yyjFat more snacks
whynofridayyet,#loltyler1,kindred BigBrother
fu__hua,#loltyler1,feed the irelia KEKW Clap
todd_packer,#jinnytty,YEP snack
rookzinhow,#loltyler1,IRELIA KILL GG KEKW
iztheone,#jinnytty,as long they are delicious
majin69,#loltyler1,KEKW
david_44b,#jinnytty,yyjFat
salt7__7,#loltyler1,solo PoroSad
cris_wrld,#loltyler1,she pushed the wave
kungkingkanglord,#jinnytty,KEKW
max1cs,#jinnytty,watch out jinny monkaW
leonfighter65,#jinnytty,Chatting thats why
linus10,#loltyler1,KEKW
mark_3911,#jinnytty,your thic now muscle heavier than fat
diz_ease,#jinnytty,don’t break rainbow skywalk fatty
shayuki,#loltyler1,4Head
zeustype2,#jinnytty,there we go
prismaticsz,#jinnytty,LULW
jumpingcloud,#jinnytty,KEKW
savenature47,#jinnytty,54 is still fine dude
ballzyplays,#loltyler1,Boosted Kindred
5734l3r,#loltyler1,KEKW
rlagusgh1415,#loltyler1,LUL
sfshion111,#jinnytty,KEKW
ikurokage,#loltyler1,AngelThump
happyfluffyteddy,#jinnytty,it's perma fat YEP
erenpls3,#loltyler1,HEY
alanian123,#loltyler1,1-10
feeisweirdm4n,#loltyler1,Sadge
cipansr,#loltyler1,KEKW
thedonman9,#loltyler1,BACK TO DIAMOND KEKW
canndy,#loltyler1,baited pepeLaugh
selimelboludo,#loltyler1,HEY
kipseu,#jinnytty,Binoculous
darthlly,#jinnytty,Blind
cocoacake5,#jinnytty,KappaPride
olivepeel,#loltyler1,BigBrother relax
ashbash159,#jinnytty,get glasses
rotten_devil,#loltyler1,please
kyrios_fan,#loltyler1,BigBrother BigBrother BigBrother BigBrother BigBrother
honestandpositiveman,#jinnytty,with all that walking you can eat anything you want
mikahil89,#loltyler1,BigBrother tyler1Q tyler1Q tyler1FF  JUST PLAY NORMAL
b33day,#jinnytty,COPIUM
tojrhaegar,#loltyler1,please
rhauros,#loltyler1,REFORMED
0hrigami,#loltyler1,VIKTOR KEKW
dextv_,#jinnytty,yyjFat its time
mati887,#jinnytty,OMEGALUL
dont_call_me_jack,#loltyler1,is he going for the BIG 20?!!! 10**
darkexile1,#jinnytty,yyjFat snack gone now
bssrcrrbrn,#loltyler1,BigBrother
jondoni,#jinnytty,lol
sergiooalc,#loltyler1,KEKW
zeustype2,#jinnytty,rainbow sky walk
weirdpartofnight,#jinnytty,snipers ur fault
rainb0wberry,#jinnytty,KEKW
alterix27,#loltyler1,@CrookedGhost_ NO I HATE YOU I LOVE TT
priyaraj10,#jinnytty,KEKW
veom20,#loltyler1,afk
paytonbp,#loltyler1,LOL
shaun777666,#jinnytty,sniper snacks NODDERS
allexxx1996,#jinnytty,yyjPopcorn 󠀀
flox_,#loltyler1,ENGLISH = YOU WANT LOSED MingLee
trekrz,#loltyler1,LOL
roidrage9999,#loltyler1,YOU TYPED ENGLISH GGgod.tmi.twitch.tv PRIVMSG #loltyler1 :KEKW
yoi_97,#jinnytty,Navigation skills modCheck
yus1785,#loltyler1,BigBrother ff
linus10,#loltyler1,PepeLaugh no
fossabot,#loltyler1,"@psaodkf, ACCOUNTS: BIG TONKA T is currently Master I 111 LP"
sodragon,#jinnytty,Just on the other side LUL
thx4zloot,#loltyler1,HEY KEKW
feeisweirdm4n,#loltyler1,Sadge not even flaming just desperate
david_44b,#jinnytty,blind
pizzadawgdk,#loltyler1,HEY
zeustype2,#jinnytty,she missed it
strawhatchase,#jinnytty,KEKL
max1cs,#jinnytty,be careful monkaW
paytonbp,#loltyler1,1-10
thadoril,#jinnytty,throw them out sadKEK
keplerdust,#loltyler1,peepoGiggles no
cipansr,#loltyler1,telling them to relax KEKW
lawrencium109,#loltyler1,BigBrother BigBrother BigBrother
wd2022a,#loltyler1,Clueless please
papu3w,#loltyler1,WRITING NotLikeThis WRITING NotLikeThis WRITING NotLikeThis WRITING NotLikeThis WRITING NotLikeThis WRITING NotLikeThis WRITING NotLikeThis WRITING NotLikeThis WRITING NotLikeThis WRITING NotLikeThis
travbickle1,#loltyler1,play normal KEKW
quintella_,#loltyler1,NO SPELLING MISTAKES Pog
wooshblammo,#jinnytty,peepoSnack
pr0wl,#loltyler1,KEKW
shieldspark,#jinnytty,What is that
werfet,#loltyler1,PepeLaugh
kungkingkanglord,#jinnytty,OMEGALUL
rng_backtrack,#loltyler1,!rank
midgap012,#loltyler1,pepeLaugh
paink200,#loltyler1,monkaS HEY
kcin_point,#jinnytty,real dinosaur monkaW
bookjun,#loltyler1,Nice
fossabot,#loltyler1,"@RNG_BackTrack, ACCOUNTS: BIG TONKA T is currently Master I 111 LP"
yus1785,#loltyler1,BigBrother
musicmanx,#jinnytty,shit 5kgram
sheephim,#loltyler1,KEKW
definitelychallenger,#loltyler1,!rank
jumpingcloud,#jinnytty,NICE NAVIGATION skill
crookedghost_,#loltyler1,LOSER
unclerudy,#jinnytty,durian is so good
kaisensiru,#jinnytty,PrideRise PrideRise PrideRise
nofapgymcoldshowers,#loltyler1,TRUE
aeonvjack,#jinnytty,maybe a lot of greasy food
paytonbp,#loltyler1,lollll
lipjuseyo,#jinnytty,leni's snacks
feeisweirdm4n,#loltyler1,Sadge
assuredfob,#loltyler1,Nice typing PogU not flaming PogU
kipseu,#jinnytty,YEP
heskiimo,#loltyler1,!rank
mentalnoiz1,#jinnytty,Perma fat lul
bestnabtah,#loltyler1,!opgg
fossabot,#loltyler1,@BestNabtah https://www.op.gg/summoners/kr/BIG%20TONKA%20T
1________________________,#jinnytty,KEK
idriissou18496,#loltyler1,TIME TO 1V9 CARRY BigBrother
max420,#loltyler1,Chatting
allexxx1996,#jinnytty,you never losing this fat chrisc163YESIDOTHINKSO
nasrulashr,#jinnytty,ya durian and trex
dam________,#jinnytty,YEP 󠀀
butys,#loltyler1,let TT win Sadge
xqclclcl,#loltyler1,CANT UNDERSTAND
func7,#loltyler1,HEY
ayoka_,#jinnytty,LUL
hox20s,#loltyler1,Sadge  LOST
jondoni,#jinnytty,durian dolphin LULW
b33day,#jinnytty,SNIPER FAULT KEKW
spaman42,#loltyler1,FF
jessicattq,#loltyler1,this is normal for them KEKW
zomboden,#loltyler1,hes gonna afk and sell his items if u keep it up
thefirstsnowflake,#jinnytty,YEP
hotnfoamy,#jinnytty,DO THEY HAVE DURIAN FLESHLIGHT?
austinonebe,#loltyler1,-15
playzbyf1nk3l,#jinnytty,T-Rex monnkaW
flygonjinnnn,#loltyler1,Please Sadge
przemkowsky_wawa,#jinnytty,Kekspin 🌈
4everhugging,#jinnytty,Rainbow Skywalker
zeustype2,#jinnytty,statue cool
shotaroshu,#jinnytty,so funny
douglon,#jinnytty,gimme your hair
r1se_2k,#jinnytty,KEKW
feeisweirdm4n,#loltyler1,Please let him win Sadge
theboinev,#loltyler1,derank speedrun Pog
murdoccx,#loltyler1,!rank
strugglebusted,#jinnytty,Never had durian before.
chungychungo,#loltyler1,!rank
yus1785,#loltyler1,BigBrother go next
g_block95,#loltyler1,!rank
fossabot,#loltyler1,"@MurdoccX, ACCOUNTS: BIG TONKA T is currently Master I 111 LP"
nazzor25,#jinnytty,Durianchads GIGACHAD
mesh_17,#jinnytty,HUH
dracula_coffin,#loltyler1,god forbid tyler's top laner roams first 😞
tidoubleu,#jinnytty,monkaW real dino
spaman42,#loltyler1,LOST
feud_,#loltyler1,pls play normal Sadge
ronzert,#jinnytty,LUL
ryemik,#loltyler1,BigBrother you type? ok its time BigBrother
wittleplushy,#loltyler1,BigBrother Back to Diamond I go BigBrother
yvan_nix,#jinnytty,widepeepoPopcorn
pr0wl,#loltyler1,KEKW KEKW
existenceofenigmas,#jinnytty,lol
rakhox,#jinnytty,Hmm
jesohx,#jinnytty,BE CAREFUL ITS MADE OF GLASS. MIGHT DO ANOTHER WEIGHT CHECK AT THE TOP
almot200,#jinnytty,gptvHYPERL gptvHYPERR
dackelqwackel_,#jinnytty,monkaW careful monkaW i think its real
lloyds128,#jinnytty,🙂🪄💥.. 🍌🍌🍌
longpotatt,#jinnytty,KappaPride at last
mfkrtoblank,#jinnytty,we have durian statue in PERAK
paink200,#loltyler1,KEKW they are playing normal KEKW seems fine by me
wilbo007,#loltyler1,and amumu
thesyght2,#loltyler1,@CrookedGhost_ um actually hes not aloser u are haaahha ur a lpser
donoverhaul,#loltyler1,Typing normal WutFace
athelomeningal,#loltyler1,jjob
tokonelly,#jinnytty,"durians an trex, malaysia's national foods"
6lackieeee,#loltyler1,Americans and their processed foods LULW
rambo7337,#jinnytty,there you found it heheh
david_44b,#jinnytty,does it smell ? DansChamp
yakitorii87,#jinnytty,buy durian statue to your house
zeustype2,#jinnytty,peepo people
aikismart,#loltyler1,You are don't tilt ?
dead_teeth,#jinnytty,VeryPog
dam________,#jinnytty,yyjFat
b33day,#jinnytty,real KEKW
iztheone,#jinnytty,durian deodorant have?
canndy,#loltyler1,Sadge dont tilt ples
ronzert,#jinnytty,the top POGGERS
sicrano77,#jinnytty,KEKWalk
leroyjackson4,#loltyler1,5Head
happyfluffyteddy,#jinnytty,and got fat YEP
hongo_akira,#loltyler1,5Head
the_fifth_season,#loltyler1,Does wardens mail cause you to miss Q too?
ronzert,#jinnytty,yyjFat keep eating
scuffedcap,#loltyler1,why does this item hurt urgot?
sabaol,#jinnytty,dino
allexxx1996,#jinnytty,yyjPopcorn
elegs,#jinnytty,eat all the snacks peepoClap
shayuki,#loltyler1,SAVING E FOR NEXT GAME KEKW
cammergon,#loltyler1,auto him ure ranged
classified_11,#loltyler1,black cleaver first then
sunkc_orange,#loltyler1,!rank
kaisensiru,#jinnytty,Indoor theme park Pog
ballzyplays,#loltyler1,monkaS
fossabot,#loltyler1,"@SunKC_Orange, ACCOUNTS: BIG TONKA T is currently Master I 111 LP"
devianc3__,#loltyler1,!rank
jetjelly,#jinnytty,indoor theme park Hmm
jondoni,#jinnytty,skinny YEP
jumpingcloud,#jinnytty,indoor theme park?
skysage,#jinnytty,KEKWalk
ryanalwayswins,#loltyler1,eating a hot pocket right now @6lackieeee KEKW
garrosh_hellmeme,#loltyler1,e?
sodragon,#jinnytty,Pog
strawhatchase,#jinnytty,KEKWalk
almot200,#jinnytty,Sweet
xjtxd0notpan1c,#loltyler1,KEKW
jesse_000,#loltyler1,too much armor
canndy,#loltyler1,modCheck favorable trades?
mason0870,#loltyler1,BigBrother xin no mana
musicmanx,#jinnytty,candy snacks
mesh_17,#jinnytty,yyjPopcorn
zeustype2,#jinnytty,this place
allexxx1996,#jinnytty,yyjPopcorn 󠀀
kipseu,#jinnytty,monkaW
nasrulashr,#jinnytty,okay
mfkrtoblank,#jinnytty,we have durian statue in perak malaysia
kidrock2095,#loltyler1,@the_fifth_season OMEGALUL
auraxed,#jinnytty,yyjF
jondoni,#jinnytty,KEKWalk ok
david_44b,#jinnytty,KappaPride
ashbash159,#jinnytty,f
athelomeningal,#loltyler1,xin KEKW
tienxiawudi,#jinnytty,F
fatemissclicks,#jinnytty,F
nasrulashr,#jinnytty,oh no
tidoubleu,#jinnytty,yyjF
auraxed,#jinnytty,Fing
thrn247,#jinnytty,EAT AS MUCH AS YOU WANT JIMBO yyjL
zeustype2,#jinnytty,so much to do
hoiman8,#jinnytty,Fat is forever
priyaraj10,#jinnytty,F
stanley628,#jinnytty,f
arkem232,#jinnytty,F
ueasussie669,#jinnytty,Just to be clear
dackelqwackel_,#jinnytty,KappaPride
dead_teeth,#jinnytty,yyjF
darkexile1,#jinnytty,yyjF
naz94x,#jinnytty,peepoPopcorn
ilcontadinotedesco,#jinnytty,F
sodragon,#jinnytty,yyjF
unknown868686,#jinnytty,F
seriouscoolguy,#jinnytty,yyjF
xentzp,#jinnytty,f
slizzyly,#jinnytty,F
argonautzu,#jinnytty,F
kidobr,#jinnytty,KEKWalk
wh1te_flam3,#loltyler1,0 dmg KEKW
zay_ih,#jinnytty,F
leseanz,#jinnytty,F
twitchbanmeforbotting,#jinnytty,HOMELESS
auraxed,#jinnytty,F
rays88888,#jinnytty,F
roidrage9999,#loltyler1,monkaW
greatjyky,#jinnytty,KappaPride Walk
emmansky,#jinnytty,F
david_44b,#jinnytty,f
thordouble,#jinnytty,F
wd2022a,#loltyler1,he has no mana
happyfluffyteddy,#jinnytty,F
iztheone,#jinnytty,F
yakitorii87,#jinnytty,F
mfkrtoblank,#jinnytty,f
rainb0wberry,#jinnytty,oh no
thefirstsnowflake,#jinnytty,F
jumpingcloud,#jinnytty,F
skysage,#jinnytty,yyjF
radicalsoulja,#jinnytty,f
dam________,#jinnytty,yyjF
super_stream_server,#jinnytty,Source Bitrate: 2044
nasrulashr,#jinnytty,f
smo_salmon,#jinnytty,f
auraxed,#jinnytty,lobos1
b33day,#jinnytty,f
reyesthe13th,#jinnytty,f
tacticfun,#jinnytty,F
kidobr,#jinnytty,F
sandipratamaaa,#jinnytty,f
mesh_17,#jinnytty,yyjF
strugglebusted,#jinnytty,Bungee jump rainbow bridge
sfshion111,#jinnytty,F
naz94x,#jinnytty,now F
zenero11,#jinnytty,F
dantesiferno,#jinnytty,F
mentalnoiz1,#jinnytty,uh ohz
unknown868686,#jinnytty,f
raziel_dsm,#jinnytty,F
l4conja,#loltyler1,111 LP OMEGALUL WHAT HAPPENED TODAY
vincentt23,#jinnytty,yyjF
allexxx1996,#jinnytty,KEKBye
rinaai2001,#jinnytty,f
savenature47,#jinnytty,G
auraxed,#jinnytty,F
cf1024,#jinnytty,Fty :F
fishy_flavor,#jinnytty,F
dextv_,#jinnytty,f
rexx888,#jinnytty,F
zay_ih,#jinnytty,yyjF
jetjelly,#jinnytty,f spot
hypabaka,#jinnytty,F
nordhagen1,#loltyler1,EZ
covidsupreme55,#jinnytty,f
jakie1128,#loltyler1,Clap
elpsykoujiro,#jinnytty,yyjPopcorn
zeustype2,#jinnytty,f
ap2dan,#jinnytty,F
yoi_97,#jinnytty,F
valakino,#loltyler1,BigBrother no mana
strawhatchase,#jinnytty,yyjF
auraxed,#jinnytty,We ded
dio_sparda,#jinnytty,yyjF oh no
existenceofenigmas,#jinnytty,ok
ruland39,#jinnytty,F
amaantrieshard_,#jinnytty,FF
vgvirt,#jinnytty,real F
tenspins,#jinnytty,KEKBye
darkexile1,#jinnytty,F
shennazz,#loltyler1,!rank
green_ky,#loltyler1,won 1 out of 10 games today demeSad
linus10,#loltyler1,Pog
cyphant,#loltyler1,PauseChamp
fossabot,#loltyler1,"@shennazz, ACCOUNTS: BIG TONKA T is currently Master I 111 LP"
shayuki,#loltyler1,monkaW
orangeboy25,#jinnytty,F
picasyo,#jinnytty,GG
ayoka_,#jinnytty,F
super_stream_server,#jinnytty,Lots of Fs in chat detected! Analyzing the Fs...
existenceofenigmas,#jinnytty,laggu
auraxed,#jinnytty,Actual dead
hrxgd,#jinnytty,F
emmansky,#jinnytty,F 󠀀
oneiricxamri,#jinnytty,F
ez_breeze_,#jinnytty,yyjF
arkem232,#jinnytty,Actually f
matsumotoriko,#loltyler1,EZ
lebryantjordan,#jinnytty,f
jerryfanboy,#loltyler1,monkaW
asu_1337,#loltyler1,!elo
darthlly,#jinnytty,KEKBye have fun
happyfluffyteddy,#jinnytty,F
vibin1nthevoid,#jinnytty,FFF
1________________________,#jinnytty,reef f
yus1785,#loltyler1,BigBrother what is this kid pinging teache them the lesson
shaun777666,#jinnytty,f
trekrz,#loltyler1,PogChamp
dackelqwackel_,#jinnytty,yyjF koroneBonk
shaq2020raider,#jinnytty,f
stanley628,#jinnytty,most of them closes after 6pm
lowellkim,#jinnytty,FD
twitchofmagic,#loltyler1,Pog !!!
rexx888,#jinnytty,KappaPride
wizki39,#jinnytty,F
maikeldruffy,#jinnytty,jjyF
auraxed,#jinnytty,F
dextv_,#jinnytty,f KEKWiggle
hzm890,#jinnytty,f
voraxiz,#jinnytty,F
thadoril,#jinnytty,F
unknown868686,#jinnytty,F
diz_ease,#jinnytty,PridePaint
ueasussie669,#jinnytty,I am a verified gangster in street at Malaysia.
cruel_slayer,#loltyler1,holy shit this guy is on 9 lose streak
alanian123,#loltyler1,2-9
justeetuu,#jinnytty,f
whatsupboi14,#loltyler1,monkaW
limitedbrains,#loltyler1,mana BigBrother
theboinev,#loltyler1,kited EZ
jondoni,#jinnytty,lag now
amaantrieshard_,#jinnytty,F
monstergirth,#loltyler1,THATS WHATIM TALKING BOUT
muzdiema,#jinnytty,REAL F KEKW
lightsir_,#jinnytty,F
iztheone,#jinnytty,F
chucky_the_goodguy_,#jinnytty,f
itsluwox,#loltyler1,EZ
tidoubleu,#jinnytty,KEKBye
ivaka9858,#loltyler1,pog
shakurdota2,#jinnytty,F sport
brokencable,#jinnytty,yyjF
penuel7,#jinnytty,f
karamjanager,#loltyler1,xin no mana
shotaroshu,#jinnytty,lag
cubus35,#loltyler1,PogU
dupalupo,#loltyler1,STOLE HIS MARK KEKW
j00r__,#loltyler1,no mana BigBrother
zeustype2,#jinnytty,no
auraxed,#jinnytty,yyjF
ronzert,#jinnytty,lagging  for real
thedonman9,#loltyler1,Pog
existenceofenigmas,#jinnytty,laggy&
basic_beat,#loltyler1,monkaW
elricstryder,#loltyler1,sadge xinzhao
jesse_000,#loltyler1,BigBrother OOM
yvan_nix,#jinnytty,F not kidding
thefirstsnowflake,#jinnytty,yyjF  koroneBonk
ochibana_ame,#loltyler1,Pog
unknown868686,#jinnytty,f
maikeldruffy,#jinnytty,yyjF
iztheone,#jinnytty,FF
hypabaka,#jinnytty,F PLACE
brokencable,#jinnytty,F
lloyds128,#jinnytty,🙄
ll_ray,#loltyler1,!rank
dextv_,#jinnytty,f KEKInsane
hrxgd,#jinnytty,Ffg
zaptorfikle,#jinnytty,F
b33day,#jinnytty,F REAL
fossabot,#loltyler1,"@ll_ray, ACCOUNTS: BIG TONKA T is currently Master I 111 LP"
mesonman,#jinnytty,f
rayenkhlifi3,#jinnytty,F
dilucmain132,#loltyler1,GigaChad xin
ggeorgee,#jinnytty,Real F
shieldspark,#jinnytty,:tf:
mrsockspogo,#jinnytty,F
dawndeath,#jinnytty,F
mycaprisun,#jinnytty,KEKBye
turbochicken88,#jinnytty,f
tatthanhnf,#loltyler1,you have no mana
super_stream_server,#jinnytty,Source Bitrate: 758
thrn247,#jinnytty,F
allexxx1996,#jinnytty,yyjPopcorn yyjF
aikismart,#loltyler1,MAYBE FIRST WIN???????
auraxed,#jinnytty,F
revonn_l,#jinnytty,f
unknown868686,#jinnytty,F
sodragon,#jinnytty,yyjF no signal
mohiko21,#jinnytty,F
zay_ih,#jinnytty,yyjF Actual F
dextv_,#jinnytty,KEKInsane
faddsy,#loltyler1,HE HAD NO MANA BigBrother
ballibooth,#jinnytty,F
tiltedatomizer,#loltyler1,pog
covidsupreme55,#jinnytty,saved
k3nt0456,#jinnytty,apparently walls are bad
peter_berling,#jinnytty,or maybe we don't PepeLaugh
sicrano77,#jinnytty,🌈 yyjWalk
celestialskyye,#loltyler1,IF HE HAD MANA THAT WOULD BE A DOUBLE LULW
yoi_97,#jinnytty,Back
sfshion111,#jinnytty,back
prismaticsz,#jinnytty,F
imrunningitdowntop,#loltyler1,EZ
auraxed,#jinnytty,FFFFFF
justeetuu,#jinnytty,F
pianist_ren,#jinnytty,lag
fatemissclicks,#jinnytty,F REAL
awesomeway,#jinnytty,F Kappa
hypabaka,#jinnytty,F
hrxgd,#jinnytty,F
ronzert,#jinnytty,no troling its lagging
kipseu,#jinnytty,back YEP
guudguytakers,#loltyler1,YOU HAVE NO MANA BigBrother
mati887,#jinnytty,Will you be in Tokyo for halloween in this year?
ilcontadinotedesco,#jinnytty,BIG F
itzkostaz,#loltyler1,@l4conja that's what im saying KEKW
dam________,#jinnytty,Jebaited
existenceofenigmas,#jinnytty,laggy*
auraxed,#jinnytty,f
oneiricxamri,#jinnytty,F no internet
xentzp,#jinnytty,ff
r1se_2k,#jinnytty,F niic
jetjelly,#jinnytty,Hmm
maikeldruffy,#jinnytty,yyjF /
rays88888,#jinnytty,yyjF F
darkexile1,#jinnytty,yyjF F
seriouscoolguy,#jinnytty,yyjF 󠀀
iztheone,#jinnytty,F
tubeway,#jinnytty,boy who cried wolf
zeustype2,#jinnytty,no internet in here
super_stream_server,#jinnytty,Lots of Fs in chat detected! Analyzing the Fs...
thrn247,#jinnytty,FEELSLAGMAN
rexx888,#jinnytty,KEKBye
jesohx,#jinnytty,GG LAG
shaun777666,#jinnytty,FEELSLAGMAN
malaysiandurianvendor,#jinnytty,F
pepezzr,#jinnytty,f
qpalzokm,#jinnytty,FeelsLagMan
allexxx1996,#jinnytty,yyjPopcorn  yyjF
amaantrieshard_,#jinnytty,NO BACK
alagangdowny,#jinnytty,MONKAE
iztheone,#jinnytty,FF
smo_salmon,#jinnytty,ff
jondoni,#jinnytty,yyjF now its lagging
auraxed,#jinnytty,lobosDied F
ibiie,#jinnytty,F
shayuki,#loltyler1,BigBrother xin had no mana
migssj,#loltyler1,GODAMN XIN ZHAO THE EAST WILL SHOW NO MERCY TODAY
hennygraith,#jinnytty,stop trolling guys
metalicc_,#loltyler1,gigachad
yus1785,#loltyler1,BigBrother mine
amaantrieshard_,#jinnytty,F
whatsupboi14,#loltyler1,kitred
auraxed,#jinnytty,F
stanley628,#jinnytty,most of them closes after 6
hypabaka,#jinnytty,FF
naz94x,#jinnytty,ghosts r messing up with internet FFS
vibin1nthevoid,#jinnytty,FFFFFFF
zaptorfikle,#jinnytty,bad area
whatisthiszz,#jinnytty,PepeLaugh
dodiethebasic,#jinnytty,yyjF
jesohx,#jinnytty,SHE DOESNT EVEN KNOW
dont_call_me_jack,#loltyler1,i play all lanes BigBrother
kujoken7,#jinnytty,F
kgh888_,#jinnytty,f
yoi_97,#jinnytty,Nvm
premixclamp67,#jinnytty,yyjF REAL
strawhatchase,#jinnytty,yyjF BRB
mcsevem77,#loltyler1,MANA DIFF KEKW
survivor_joe,#loltyler1,this xin is gonna destroy
quedorri,#jinnytty,Eh no mask can?
huychojk,#loltyler1,thank god if that guy had mana that was a 2v1
thadoril,#jinnytty,yyjF brb
auraxed,#jinnytty,BRB PogU
amaantrieshard_,#jinnytty,F AGAIN
justeetuu,#jinnytty,f
sfshion111,#jinnytty,KEKBye
rambo7337,#jinnytty,rip
melfika,#jinnytty,f
ronzert,#jinnytty,see you at top YEP
faildude,#jinnytty,!bitrate
dextv_,#jinnytty,f PEEPEES
shakurdota2,#jinnytty,LAG TOWER KEKW
dantesiferno,#jinnytty,:tf:
nanaspenepol,#jinnytty,F
allexxx1996,#jinnytty,yyjPopcorn yyjF
jakozzy,#jinnytty,f
iminguri19,#jinnytty,yy-lag-gy🤣
fatemissclicks,#jinnytty,f brb
yvan_nix,#jinnytty,lagging YEP
6lackieeee,#loltyler1,"@RyanAlwaysWins LULW gotta stop bro, im not suprised cancer rate is so high there. its the food you consume"
super_stream_server,#jinnytty,Scene switched to: BRB
xentzp,#jinnytty,jinxed
mantiss94,#jinnytty,F
elpsykoujiro,#jinnytty,LULW
arkem232,#jinnytty,F
existenceofenigmas,#jinnytty,on brb
iztheone,#jinnytty,FFF
canndy,#loltyler1,tax PauseChamp?
tidoubleu,#jinnytty,yyjF
5734l3r,#loltyler1,PauseChamp WINNABLE?
hypabaka,#jinnytty,FFFFFFFFF
takenusername31,#loltyler1,@dupalupo that's not how it works...
orangeboy25,#jinnytty,we good
auraxed,#jinnytty,yyjF
lonolt,#loltyler1,Pog WIN
bunny_teemo,#jinnytty,F
rays88888,#jinnytty,BRB
jetjelly,#jinnytty,brb
higamanami,#jinnytty,F
sodragon,#jinnytty,yyjF Acctually F
mordaa_,#jinnytty,F
sicrano77,#jinnytty,KEKBye
baaatchest55,#loltyler1,BELIEVERS KEKW
tenspins,#jinnytty,F BRB
jondoni,#jinnytty,yyjF F brb
jumpingcloud,#jinnytty,yyjF BRB
dolarking,#jinnytty,tak maxis mesti umobile kekw
ayka2k,#loltyler1,ur so lucky
savenature47,#jinnytty,F
seriouscoolguy,#jinnytty,yyjF brb
softlesbiankisses,#jinnytty,yyjPopcorn
damian0179,#jinnytty,F for real
rinristream,#jinnytty,f
sfshion111,#jinnytty,LULW
cyrixb,#loltyler1,@jerryfanboy Sadge
donalddonkeykong,#loltyler1,-2 noob
yinlong4569,#loltyler1,NA CS KEKW
feud_,#loltyler1,@MiguelResta he is visiting korea :D
creepersk,#loltyler1,:)
melkerull,#loltyler1,-3 OMEGALUL
teadong,#jinnytty,GAMBA? > 54 or <54?
gasplul,#loltyler1,-3
breathingtrashxd,#loltyler1,To the arena
yus1785,#loltyler1,-2 BigBrother
singularid4d,#loltyler1,!rank
aimaad,#loltyler1,@midbeast :)
fu__hua,#loltyler1,ff KEKW
naz94x,#jinnytty,KEKW
plutonka,#loltyler1,-3 xD
clgtothemoon,#loltyler1,-3
idriissou18496,#loltyler1,gg ff
heisenberg1121,#jinnytty,Popoga verything above 50 is fat for you
paink200,#loltyler1,KEKW
vasiflesskedi,#loltyler1,-2 ff KEKW
kczhao,#jinnytty,surely 58 no?
l8yourcat,#loltyler1,-3
werfet,#loltyler1,:)
connor_1337,#loltyler1,-3
wijayaprat30,#jinnytty,yyjFat
eclareeee,#jinnytty,KEKW
shayuki,#loltyler1,CS KEKW
rand0mguy360,#loltyler1,@midbeast :)
loveminzhen,#jinnytty,LUL LUL
tomoige,#loltyler1,@midbeast Holy fuck you're so attractive wtf
b33day,#jinnytty,Kappa
zalivik,#loltyler1,monkerS
slamm3r,#loltyler1,-3
mantiss94,#jinnytty,58kg
zirenlol,#loltyler1,-3
roblew,#loltyler1,-3
spaghett1__,#jinnytty,KEKW fat
ruckoffbrozzer,#loltyler1,-3 KEKW
elma_maria_varios,#loltyler1,FF
auraxed,#jinnytty,Wearing the lightest clothes today 5Head
afatcook,#loltyler1,!followage
ronzert,#jinnytty,a bit of extra meat is  fineee yyjFat
g001ng,#loltyler1,lmfaoo
flox_,#loltyler1,xDD
kumspitter,#loltyler1,OMEGALUL -3
ithemistery,#loltyler1,??????
wd2022a,#loltyler1,bad day
jasonk26,#loltyler1,-3 KEKW
selhistoireduntype,#loltyler1,ff KEKW
jakco1998,#jinnytty,Fat LEKW
singularid4d,#loltyler1,!rank asdf
